#
# This file contains the first 61158 Unicode characters. It can be used to inspect the coverage of fonts
#
\u0020 #  
\u9647 # 陇
\u9648 # 陈
\u9649 # 陉
\u964A # 陊
\u964B # 陋
\u964C # 陌
\u964D # 降
\u964E # 陎
\u964F # 陏
\u9650 # 限
\u9651 # 陑
\u9652 # 陒
\u9653 # 陓
\u9654 # 陔
\u9655 # 陕
\u9656 # 陖
\u9657 # 陗
\u9658 # 陘
\u9659 # 陙
\u965A # 陚
\u965B # 陛
\u965C # 陜
\u965D # 陝
\u965E # 陞
\u965F # 陟
\u9660 # 陠
\u9661 # 陡
\u9662 # 院
\u9663 # 陣
\u9664 # 除
\u9665 # 陥
\u9666 # 陦
\u9667 # 陧
\u9668 # 陨
\u9669 # 险
\u966A # 陪
\u966B # 陫
\u966C # 陬
\u966D # 陭
\u966E # 陮
\u966F # 陯
\u9670 # 陰
\u9671 # 陱
\u9672 # 陲
\u9673 # 陳
\u9674 # 陴
\u9675 # 陵
\u9676 # 陶
\u9677 # 陷
\u9678 # 陸
\u9679 # 陹
\u967A # 険
\u967B # 陻
\u967C # 陼
\u967D # 陽
\u967E # 陾
\u967F # 陿
\u9680 # 隀
\u9681 # 隁
\u9682 # 隂
\u9683 # 隃
\u9684 # 隄
\u9685 # 隅
\u9686 # 隆
\u9687 # 隇
\u9688 # 隈
\u9689 # 隉
\u968A # 隊
\u968B # 隋
\u968C # 隌
\u968D # 隍
\u968E # 階
\u968F # 随
\u9690 # 隐
\u9691 # 隑
\u9692 # 隒
\u9693 # 隓
\u9694 # 隔
\u9695 # 隕
\u9696 # 隖
\u9697 # 隗
\u9698 # 隘
\u9699 # 隙
\u969A # 隚
\u969B # 際
\u969C # 障
\u969D # 隝
\u969E # 隞
\u969F # 隟
\u96A0 # 隠
\u96A1 # 隡
\u96A2 # 隢
\u96A3 # 隣
\u96A4 # 隤
\u96A5 # 隥
\u96A6 # 隦
\u96A7 # 隧
\u96A8 # 隨
\u96A9 # 隩
\u96AA # 險
\u96AB # 隫
\u96AC # 隬
\u96AD # 隭
\u96AE # 隮
\u96AF # 隯
\u96B0 # 隰
\u96B1 # 隱
\u96B2 # 隲
\u96B3 # 隳
\u96B4 # 隴
\u96B5 # 隵
\u96B6 # 隶
\u96B7 # 隷
\u96B8 # 隸
\u96B9 # 隹
\u96BA # 隺
\u96BB # 隻
\u96BC # 隼
\u96BD # 隽
\u96BE # 难
\u96BF # 隿
\u96C0 # 雀
\u96C1 # 雁
\u96C2 # 雂
\u96C3 # 雃
\u96C4 # 雄
\u96C5 # 雅
\u96C6 # 集
\u96C7 # 雇
\u96C8 # 雈
\u96C9 # 雉
\u96CA # 雊
\u96CB # 雋
\u96CC # 雌
\u96CD # 雍
\u96CE # 雎
\u96CF # 雏
\u96D0 # 雐
\u96D1 # 雑
\u96D2 # 雒
\u96D3 # 雓
\u96D4 # 雔
\u96D5 # 雕
\u96D6 # 雖
\u96D7 # 雗
\u96D8 # 雘
\u96D9 # 雙
\u96DA # 雚
\u96DB # 雛
\u96DC # 雜
\u96DD # 雝
\u96DE # 雞
\u96DF # 雟
\u96E0 # 雠
\u96E1 # 雡
\u96E2 # 離
\u96E3 # 難
\u96E4 # 雤
\u96E5 # 雥
\u96E6 # 雦
\u96E7 # 雧
\u96E8 # 雨
\u96E9 # 雩
\u96EA # 雪
\u96EB # 雫
\u96EC # 雬
\u96ED # 雭
\u96EE # 雮
\u96EF # 雯
\u96F0 # 雰
\u96F1 # 雱
\u96F2 # 雲
\u96F3 # 雳
\u96F4 # 雴
\u96F5 # 雵
\u96F6 # 零
\u96F7 # 雷
\u96F8 # 雸
\u96F9 # 雹
\u96FA # 雺
\u96FB # 電
\u96FC # 雼
\u96FD # 雽
\u96FE # 雾
\u96FF # 雿
\u9700 # 需
\u9701 # 霁
\u9702 # 霂
\u9703 # 霃
\u9704 # 霄
\u9705 # 霅
\u9706 # 霆
\u9707 # 震
\u9708 # 霈
\u9709 # 霉
\u970A # 霊
\u970B # 霋
\u970C # 霌
\u970D # 霍
\u970E # 霎
\u970F # 霏
\u9710 # 霐
\u9711 # 霑
\u9712 # 霒
\u9713 # 霓
\u9714 # 霔
\u9715 # 霕
\u9716 # 霖
\u9717 # 霗
\u9718 # 霘
\u9719 # 霙
\u971A # 霚
\u971B # 霛
\u971C # 霜
\u971D # 霝
\u971E # 霞
\u971F # 霟
\u9720 # 霠
\u9721 # 霡
\u9722 # 霢
\u9723 # 霣
\u9724 # 霤
\u9725 # 霥
\u9726 # 霦
\u9727 # 霧
\u9728 # 霨
\u9729 # 霩
\u972A # 霪
\u972B # 霫
\u972C # 霬
\u972D # 霭
\u972E # 霮
\u972F # 霯
\u9730 # 霰
\u9731 # 霱
\u9732 # 露
\u9733 # 霳
\u9734 # 霴
\u9735 # 霵
\u9736 # 霶
\u9737 # 霷
\u9738 # 霸
\u9739 # 霹
\u973A # 霺
\u973B # 霻
\u973C # 霼
\u973D # 霽
\u973E # 霾
\u973F # 霿
\u9740 # 靀
\u9741 # 靁
\u9742 # 靂
\u9743 # 靃
\u9744 # 靄
\u9745 # 靅
\u9746 # 靆
\u9747 # 靇
\u9748 # 靈
\u9749 # 靉
\u974A # 靊
\u974B # 靋
\u974C # 靌
\u974D # 靍
\u974E # 靎
\u974F # 靏
\u9750 # 靐
\u9751 # 靑
\u9752 # 青
\u9753 # 靓
\u9754 # 靔
\u9755 # 靕
\u9756 # 靖
\u9757 # 靗
\u9758 # 靘
\u9759 # 静
\u975A # 靚
\u975B # 靛
\u975C # 靜
\u975D # 靝
\u975E # 非
\u975F # 靟
\u9760 # 靠
\u9761 # 靡
\u9762 # 面
\u9763 # 靣
\u9764 # 靤
\u9765 # 靥
\u9766 # 靦
\u9767 # 靧
\u9768 # 靨
\u9769 # 革
\u976A # 靪
\u976B # 靫
\u976C # 靬
\u976D # 靭
\u976E # 靮
\u976F # 靯
\u9770 # 靰
\u9771 # 靱
\u9772 # 靲
\u9773 # 靳
\u9774 # 靴
\u9775 # 靵
\u9776 # 靶
\u9777 # 靷
\u9778 # 靸
\u9779 # 靹
\u977A # 靺
\u977B # 靻
\u977C # 靼
\u977D # 靽
\u977E # 靾
\u977F # 靿
\u9780 # 鞀
\u9781 # 鞁
\u9782 # 鞂
\u9783 # 鞃
\u9784 # 鞄
\u9785 # 鞅
\u9786 # 鞆
\u9787 # 鞇
\u9788 # 鞈
\u9789 # 鞉
\u978A # 鞊
\u978B # 鞋
\u978C # 鞌
\u978D # 鞍
\u978E # 鞎
\u978F # 鞏
\u9790 # 鞐
\u9791 # 鞑
\u9792 # 鞒
\u9793 # 鞓
\u9794 # 鞔
\u9795 # 鞕
\u9796 # 鞖
\u9797 # 鞗
\u9798 # 鞘
\u9799 # 鞙
\u979A # 鞚
\u979B # 鞛
\u979C # 鞜
\u979D # 鞝
\u979E # 鞞
\u979F # 鞟
\u97A0 # 鞠
\u97A1 # 鞡
\u97A2 # 鞢
\u97A3 # 鞣
\u97A4 # 鞤
\u97A5 # 鞥
\u97A6 # 鞦
\u97A7 # 鞧
\u97A8 # 鞨
\u97A9 # 鞩
\u97AA # 鞪
\u97AB # 鞫
\u97AC # 鞬
\u97AD # 鞭
\u97AE # 鞮
\u97AF # 鞯
\u97B0 # 鞰
\u97B1 # 鞱
\u97B2 # 鞲
\u97B3 # 鞳
\u97B4 # 鞴
\u97B5 # 鞵
\u97B6 # 鞶
\u97B7 # 鞷
\u97B8 # 鞸
\u97B9 # 鞹
\u97BA # 鞺
\u97BB # 鞻
\u97BC # 鞼
\u97BD # 鞽
\u97BE # 鞾
\u97BF # 鞿
\u97C0 # 韀
\u97C1 # 韁
\u97C2 # 韂
\u97C3 # 韃
\u97C4 # 韄
\u97C5 # 韅
\u97C6 # 韆
\u97C7 # 韇
\u97C8 # 韈
\u97C9 # 韉
\u97CA # 韊
\u97CB # 韋
\u97CC # 韌
\u97CD # 韍
\u97CE # 韎
\u97CF # 韏
\u97D0 # 韐
\u97D1 # 韑
\u97D2 # 韒
\u97D3 # 韓
\u97D4 # 韔
\u97D5 # 韕
\u97D6 # 韖
\u97D7 # 韗
\u97D8 # 韘
\u97D9 # 韙
\u97DA # 韚
\u97DB # 韛
\u97DC # 韜
\u97DD # 韝
\u97DE # 韞
\u97DF # 韟
\u97E0 # 韠
\u97E1 # 韡
\u97E2 # 韢
\u97E3 # 韣
\u97E4 # 韤
\u97E5 # 韥
\u97E6 # 韦
\u97E7 # 韧
\u97E8 # 韨
\u97E9 # 韩
\u97EA # 韪
\u97EB # 韫
\u97EC # 韬
\u97ED # 韭
\u97EE # 韮
\u97EF # 韯
\u97F0 # 韰
\u97F1 # 韱
\u97F2 # 韲
\u97F3 # 音
\u97F4 # 韴
\u97F5 # 韵
\u97F6 # 韶
\u97F7 # 韷
\u97F8 # 韸
\u97F9 # 韹
\u97FA # 韺
\u97FB # 韻
\u97FC # 韼
\u97FD # 韽
\u97FE # 韾
\u97FF # 響
\u9800 # 頀
\u9801 # 頁
\u9802 # 頂
\u9803 # 頃
\u9804 # 頄
\u9805 # 項
\u9806 # 順
\u9807 # 頇
\u9808 # 須
\u9809 # 頉
\u980A # 頊
\u980B # 頋
\u980C # 頌
\u980D # 頍
\u980E # 頎
\u980F # 頏
\u9810 # 預
\u9811 # 頑
\u9812 # 頒
\u9813 # 頓
\u9814 # 頔
\u9815 # 頕
\u9816 # 頖
\u9817 # 頗
\u9818 # 領
\u9819 # 頙
\u981A # 頚
\u981B # 頛
\u981C # 頜
\u981D # 頝
\u981E # 頞
\u981F # 頟
\u9820 # 頠
\u9821 # 頡
\u9822 # 頢
\u9823 # 頣
\u9824 # 頤
\u9825 # 頥
\u9826 # 頦
\u9827 # 頧
\u9828 # 頨
\u9829 # 頩
\u982A # 頪
\u982B # 頫
\u982C # 頬
\u982D # 頭
\u982E # 頮
\u982F # 頯
\u9830 # 頰
\u9831 # 頱
\u9832 # 頲
\u9833 # 頳
\u9834 # 頴
\u9835 # 頵
\u9836 # 頶
\u9837 # 頷
\u9838 # 頸
\u9839 # 頹
\u983A # 頺
\u983B # 頻
\u983C # 頼
\u983D # 頽
\u983E # 頾
\u983F # 頿
\u9840 # 顀
\u9841 # 顁
\u9842 # 顂
\u9843 # 顃
\u9844 # 顄
\u9845 # 顅
\u9846 # 顆
\u9847 # 顇
\u9848 # 顈
\u9849 # 顉
\u984A # 顊
\u984B # 顋
\u984C # 題
\u984D # 額
\u984E # 顎
\u984F # 顏
\u9850 # 顐
\u9851 # 顑
\u9852 # 顒
\u9853 # 顓
\u9854 # 顔
\u9855 # 顕
\u9856 # 顖
\u9857 # 顗
\u9858 # 願
\u9859 # 顙
\u985A # 顚
\u985B # 顛
\u985C # 顜
\u985D # 顝
\u985E # 類
\u985F # 顟
\u9860 # 顠
\u9861 # 顡
\u9862 # 顢
\u9863 # 顣
\u9864 # 顤
\u9865 # 顥
\u9866 # 顦
\u9867 # 顧
\u9868 # 顨
\u9869 # 顩
\u986A # 顪
\u986B # 顫
\u986C # 顬
\u986D # 顭
\u986E # 顮
\u986F # 顯
\u9870 # 顰
\u9871 # 顱
\u9872 # 顲
\u9873 # 顳
\u9874 # 顴
\u9875 # 页
\u9876 # 顶
\u9877 # 顷
\u9878 # 顸
\u9879 # 项
\u987A # 顺
\u987B # 须
\u987C # 顼
\u987D # 顽
\u987E # 顾
\u987F # 顿
\u9880 # 颀
\u9881 # 颁
\u9882 # 颂
\u9883 # 颃
\u9884 # 预
\u9885 # 颅
\u9886 # 领
\u9887 # 颇
\u9888 # 颈
\u9889 # 颉
\u988A # 颊
\u988B # 颋
\u988C # 颌
\u988D # 颍
\u988E # 颎
\u988F # 颏
\u9890 # 颐
\u9891 # 频
\u9892 # 颒
\u9893 # 颓
\u9894 # 颔
\u9895 # 颕
\u9896 # 颖
\u9897 # 颗
\u9898 # 题
\u9899 # 颙
\u989A # 颚
\u989B # 颛
\u989C # 颜
\u989D # 额
\u989E # 颞
\u989F # 颟
\u98A0 # 颠
\u98A1 # 颡
\u98A2 # 颢
\u98A3 # 颣
\u98A4 # 颤
\u98A5 # 颥
\u98A6 # 颦
\u98A7 # 颧
\u98A8 # 風
\u98A9 # 颩
\u98AA # 颪
\u98AB # 颫
\u98AC # 颬
\u98AD # 颭
\u98AE # 颮
\u98AF # 颯
\u98B0 # 颰
\u98B1 # 颱
\u98B2 # 颲
\u98B3 # 颳
\u98B4 # 颴
\u98B5 # 颵
\u98B6 # 颶
\u98B7 # 颷
\u98B8 # 颸
\u98B9 # 颹
\u98BA # 颺
\u98BB # 颻
\u98BC # 颼
\u98BD # 颽
\u98BE # 颾
\u98BF # 颿
\u98C0 # 飀
\u98C1 # 飁
\u98C2 # 飂
\u98C3 # 飃
\u98C4 # 飄
\u98C5 # 飅
\u98C6 # 飆
\u98C7 # 飇
\u98C8 # 飈
\u98C9 # 飉
\u98CA # 飊
\u98CB # 飋
\u98CC # 飌
\u98CD # 飍
\u98CE # 风
\u98CF # 飏
\u98D0 # 飐
\u98D1 # 飑
\u98D2 # 飒
\u98D3 # 飓
\u98D4 # 飔
\u98D5 # 飕
\u98D6 # 飖
\u98D7 # 飗
\u98D8 # 飘
\u98D9 # 飙
\u98DA # 飚
\u98DB # 飛
\u98DC # 飜
\u98DD # 飝
\u98DE # 飞
\u98DF # 食
\u98E0 # 飠
\u98E1 # 飡
\u98E2 # 飢
\u98E3 # 飣
\u98E4 # 飤
\u98E5 # 飥
\u98E6 # 飦
\u98E7 # 飧
\u98E8 # 飨
\u98E9 # 飩
\u98EA # 飪
\u98EB # 飫
\u98EC # 飬
\u98ED # 飭
\u98EE # 飮
\u98EF # 飯
\u98F0 # 飰
\u98F1 # 飱
\u98F2 # 飲
\u98F3 # 飳
\u98F4 # 飴
\u98F5 # 飵
\u98F6 # 飶
\u98F7 # 飷
\u98F8 # 飸
\u98F9 # 飹
\u98FA # 飺
\u98FB # 飻
\u98FC # 飼
\u98FD # 飽
\u98FE # 飾
\u98FF # 飿
\u9900 # 餀
\u9901 # 餁
\u9902 # 餂
\u9903 # 餃
\u9904 # 餄
\u9905 # 餅
\u9906 # 餆
\u9907 # 餇
\u9908 # 餈
\u9909 # 餉
\u990A # 養
\u990B # 餋
\u990C # 餌
\u990D # 餍
\u990E # 餎
\u990F # 餏
\u9910 # 餐
\u9911 # 餑
\u9912 # 餒
\u9913 # 餓
\u9914 # 餔
\u9915 # 餕
\u9916 # 餖
\u9917 # 餗
\u9918 # 餘
\u9919 # 餙
\u991A # 餚
\u991B # 餛
\u991C # 餜
\u991D # 餝
\u991E # 餞
\u991F # 餟
\u9920 # 餠
\u9921 # 餡
\u9922 # 餢
\u9923 # 餣
\u9924 # 餤
\u9925 # 餥
\u9926 # 餦
\u9927 # 餧
\u9928 # 館
\u9929 # 餩
\u992A # 餪
\u992B # 餫
\u992C # 餬
\u992D # 餭
\u992E # 餮
\u992F # 餯
\u9930 # 餰
\u9931 # 餱
\u9932 # 餲
\u9933 # 餳
\u9934 # 餴
\u9935 # 餵
\u9936 # 餶
\u9937 # 餷
\u9938 # 餸
\u9939 # 餹
\u993A # 餺
\u993B # 餻
\u993C # 餼
\u993D # 餽
\u993E # 餾
\u993F # 餿
\u9940 # 饀
\u9941 # 饁
\u9942 # 饂
\u9943 # 饃
\u9944 # 饄
\u9945 # 饅
\u9946 # 饆
\u9947 # 饇
\u9948 # 饈
\u9949 # 饉
\u994A # 饊
\u994B # 饋
\u994C # 饌
\u994D # 饍
\u994E # 饎
\u994F # 饏
\u9950 # 饐
\u9951 # 饑
\u9952 # 饒
\u9953 # 饓
\u9954 # 饔
\u9955 # 饕
\u9956 # 饖
\u9957 # 饗
\u9958 # 饘
\u9959 # 饙
\u995A # 饚
\u995B # 饛
\u995C # 饜
\u995D # 饝
\u995E # 饞
\u995F # 饟
\u9960 # 饠
\u9961 # 饡
\u9962 # 饢
\u9963 # 饣
\u9964 # 饤
\u9965 # 饥
\u9966 # 饦
\u9967 # 饧
\u9968 # 饨
\u9969 # 饩
\u996A # 饪
\u996B # 饫
\u996C # 饬
\u996D # 饭
\u996E # 饮
\u996F # 饯
\u9970 # 饰
\u9971 # 饱
\u9972 # 饲
\u9973 # 饳
\u9974 # 饴
\u9975 # 饵
\u9976 # 饶
\u9977 # 饷
\u9978 # 饸
\u9979 # 饹
\u997A # 饺
\u997B # 饻
\u997C # 饼
\u997D # 饽
\u997E # 饾
\u997F # 饿
\u9980 # 馀
\u9981 # 馁
\u9982 # 馂
\u9983 # 馃
\u9984 # 馄
\u9985 # 馅
\u9986 # 馆
\u9987 # 馇
\u9988 # 馈
\u9989 # 馉
\u998A # 馊
\u998B # 馋
\u998C # 馌
\u998D # 馍
\u998E # 馎
\u998F # 馏
\u9990 # 馐
\u9991 # 馑
\u9992 # 馒
\u9993 # 馓
\u9994 # 馔
\u9995 # 馕
\u9996 # 首
\u9997 # 馗
\u9998 # 馘
\u9999 # 香
\u999A # 馚
\u999B # 馛
\u999C # 馜
\u999D # 馝
\u999E # 馞
\u999F # 馟
\u99A0 # 馠
\u99A1 # 馡
\u99A2 # 馢
\u99A3 # 馣
\u99A4 # 馤
\u99A5 # 馥
\u99A6 # 馦
\u99A7 # 馧
\u99A8 # 馨
\u99A9 # 馩
\u99AA # 馪
\u99AB # 馫
\u99AC # 馬
\u99AD # 馭
\u99AE # 馮
\u99AF # 馯
\u99B0 # 馰
\u99B1 # 馱
\u99B2 # 馲
\u99B3 # 馳
\u99B4 # 馴
\u99B5 # 馵
\u99B6 # 馶
\u99B7 # 馷
\u99B8 # 馸
\u99B9 # 馹
\u99BA # 馺
\u99BB # 馻
\u99BC # 馼
\u99BD # 馽
\u99BE # 馾
\u99BF # 馿
\u99C0 # 駀
\u99C1 # 駁
\u99C2 # 駂
\u99C3 # 駃
\u99C4 # 駄
\u99C5 # 駅
\u99C6 # 駆
\u99C7 # 駇
\u99C8 # 駈
\u99C9 # 駉
\u99CA # 駊
\u99CB # 駋
\u99CC # 駌
\u99CD # 駍
\u99CE # 駎
\u99CF # 駏
\u99D0 # 駐
\u99D1 # 駑
\u99D2 # 駒
\u99D3 # 駓
\u99D4 # 駔
\u99D5 # 駕
\u99D6 # 駖
\u99D7 # 駗
\u99D8 # 駘
\u99D9 # 駙
\u99DA # 駚
\u99DB # 駛
\u99DC # 駜
\u99DD # 駝
\u99DE # 駞
\u99DF # 駟
\u99E0 # 駠
\u99E1 # 駡
\u99E2 # 駢
\u99E3 # 駣
\u99E4 # 駤
\u99E5 # 駥
\u99E6 # 駦
\u99E7 # 駧
\u99E8 # 駨
\u99E9 # 駩
\u99EA # 駪
\u99EB # 駫
\u99EC # 駬
\u99ED # 駭
\u99EE # 駮
\u99EF # 駯
\u99F0 # 駰
\u99F1 # 駱
\u99F2 # 駲
\u99F3 # 駳
\u99F4 # 駴
\u99F5 # 駵
\u99F6 # 駶
\u99F7 # 駷
\u99F8 # 駸
\u99F9 # 駹
\u99FA # 駺
\u99FB # 駻
\u99FC # 駼
\u99FD # 駽
\u99FE # 駾
\u99FF # 駿
\u9A00 # 騀
\u9A01 # 騁
\u9A02 # 騂
\u9A03 # 騃
\u9A04 # 騄
\u9A05 # 騅
\u9A06 # 騆
\u9A07 # 騇
\u9A08 # 騈
\u9A09 # 騉
\u9A0A # 騊
\u9A0B # 騋
\u9A0C # 騌
\u9A0D # 騍
\u9A0E # 騎
\u9A0F # 騏
\u9A10 # 騐
\u9A11 # 騑
\u9A12 # 騒
\u9A13 # 験
\u9A14 # 騔
\u9A15 # 騕
\u9A16 # 騖
\u9A17 # 騗
\u9A18 # 騘
\u9A19 # 騙
\u9A1A # 騚
\u9A1B # 騛
\u9A1C # 騜
\u9A1D # 騝
\u9A1E # 騞
\u9A1F # 騟
\u9A20 # 騠
\u9A21 # 騡
\u9A22 # 騢
\u9A23 # 騣
\u9A24 # 騤
\u9A25 # 騥
\u9A26 # 騦
\u9A27 # 騧
\u9A28 # 騨
\u9A29 # 騩
\u9A2A # 騪
\u9A2B # 騫
\u9A2C # 騬
\u9A2D # 騭
\u9A2E # 騮
\u9A2F # 騯
\u9A30 # 騰
\u9A31 # 騱
\u9A32 # 騲
\u9A33 # 騳
\u9A34 # 騴
\u9A35 # 騵
\u9A36 # 騶
\u9A37 # 騷
\u9A38 # 騸
\u9A39 # 騹
\u9A3A # 騺
\u9A3B # 騻
\u9A3C # 騼
\u9A3D # 騽
\u9A3E # 騾
\u9A3F # 騿
\u9A40 # 驀
\u9A41 # 驁
\u9A42 # 驂
\u9A43 # 驃
\u9A44 # 驄
\u9A45 # 驅
\u9A46 # 驆
\u9A47 # 驇
\u9A48 # 驈
\u9A49 # 驉
\u9A4A # 驊
\u9A4B # 驋
\u9A4C # 驌
\u9A4D # 驍
\u9A4E # 驎
\u9A4F # 驏
\u9A50 # 驐
\u9A51 # 驑
\u9A52 # 驒
\u9A53 # 驓
\u9A54 # 驔
\u9A55 # 驕
\u9A56 # 驖
\u9A57 # 驗
\u9A58 # 驘
\u9A59 # 驙
\u9A5A # 驚
\u9A5B # 驛
\u9A5C # 驜
\u9A5D # 驝
\u9A5E # 驞
\u9A5F # 驟
\u9A60 # 驠
\u9A61 # 驡
\u9A62 # 驢
\u9A63 # 驣
\u9A64 # 驤
\u9A65 # 驥
\u9A66 # 驦
\u9A67 # 驧
\u9A68 # 驨
\u9A69 # 驩
\u9A6A # 驪
\u9A6B # 驫
\u9A6C # 马
\u9A6D # 驭
\u9A6E # 驮
\u9A6F # 驯
\u9A70 # 驰
\u9A71 # 驱
\u9A72 # 驲
\u9A73 # 驳
\u9A74 # 驴
\u9A75 # 驵
\u9A76 # 驶
\u9A77 # 驷
\u9A78 # 驸
\u9A79 # 驹
\u9A7A # 驺
\u9A7B # 驻
\u9A7C # 驼
\u9A7D # 驽
\u9A7E # 驾
\u9A7F # 驿
\u9A80 # 骀
\u9A81 # 骁
\u9A82 # 骂
\u9A83 # 骃
\u9A84 # 骄
\u9A85 # 骅
\u9A86 # 骆
\u9A87 # 骇
\u9A88 # 骈
\u9A89 # 骉
\u9A8A # 骊
\u9A8B # 骋
\u9A8C # 验
\u9A8D # 骍
\u9A8E # 骎
\u9A8F # 骏
\u9A90 # 骐
\u9A91 # 骑
\u9A92 # 骒
\u9A93 # 骓
\u9A94 # 骔
\u9A95 # 骕
\u9A96 # 骖
\u9A97 # 骗
\u9A98 # 骘
\u9A99 # 骙
\u9A9A # 骚
\u9A9B # 骛
\u9A9C # 骜
\u9A9D # 骝
\u9A9E # 骞
\u9A9F # 骟
\u9AA0 # 骠
\u9AA1 # 骡
\u9AA2 # 骢
\u9AA3 # 骣
\u9AA4 # 骤
\u9AA5 # 骥
\u9AA6 # 骦
\u9AA7 # 骧
\u9AA8 # 骨
\u9AA9 # 骩
\u9AAA # 骪
\u9AAB # 骫
\u9AAC # 骬
\u9AAD # 骭
\u9AAE # 骮
\u9AAF # 骯
\u9AB0 # 骰
\u9AB1 # 骱
\u9AB2 # 骲
\u9AB3 # 骳
\u9AB4 # 骴
\u9AB5 # 骵
\u9AB6 # 骶
\u9AB7 # 骷
\u9AB8 # 骸
\u9AB9 # 骹
\u9ABA # 骺
\u9ABB # 骻
\u9ABC # 骼
\u9ABD # 骽
\u9ABE # 骾
\u9ABF # 骿
\u9AC0 # 髀
\u9AC1 # 髁
\u9AC2 # 髂
\u9AC3 # 髃
\u9AC4 # 髄
\u9AC5 # 髅
\u9AC6 # 髆
\u9AC7 # 髇
\u9AC8 # 髈
\u9AC9 # 髉
\u9ACA # 髊
\u9ACB # 髋
\u9ACC # 髌
\u9ACD # 髍
\u9ACE # 髎
\u9ACF # 髏
\u9AD0 # 髐
\u9AD1 # 髑
\u9AD2 # 髒
\u9AD3 # 髓
\u9AD4 # 體
\u9AD5 # 髕
\u9AD6 # 髖
\u9AD7 # 髗
\u9AD8 # 高
\u9AD9 # 髙
\u9ADA # 髚
\u9ADB # 髛
\u9ADC # 髜
\u9ADD # 髝
\u9ADE # 髞
\u9ADF # 髟
\u9AE0 # 髠
\u9AE1 # 髡
\u9AE2 # 髢
\u9AE3 # 髣
\u9AE4 # 髤
\u9AE5 # 髥
\u9AE6 # 髦
\u9AE7 # 髧
\u9AE8 # 髨
\u9AE9 # 髩
\u9AEA # 髪
\u9AEB # 髫
\u9AEC # 髬
\u9AED # 髭
\u9AEE # 髮
\u9AEF # 髯
\u9AF0 # 髰
\u9AF1 # 髱
\u9AF2 # 髲
\u9AF3 # 髳
\u9AF4 # 髴
\u9AF5 # 髵
\u9AF6 # 髶
\u9AF7 # 髷
\u9AF8 # 髸
\u9AF9 # 髹
\u9AFA # 髺
\u9AFB # 髻
\u9AFC # 髼
\u9AFD # 髽
\u9AFE # 髾
\u9AFF # 髿
\u9B00 # 鬀
\u9B01 # 鬁
\u9B02 # 鬂
\u9B03 # 鬃
\u9B04 # 鬄
\u9B05 # 鬅
\u9B06 # 鬆
\u9B07 # 鬇
\u9B08 # 鬈
\u9B09 # 鬉
\u9B0A # 鬊
\u9B0B # 鬋
\u9B0C # 鬌
\u9B0D # 鬍
\u9B0E # 鬎
\u9B0F # 鬏
\u9B10 # 鬐
\u9B11 # 鬑
\u9B12 # 鬒
\u9B13 # 鬓
\u9B14 # 鬔
\u9B15 # 鬕
\u9B16 # 鬖
\u9B17 # 鬗
\u9B18 # 鬘
\u9B19 # 鬙
\u9B1A # 鬚
\u9B1B # 鬛
\u9B1C # 鬜
\u9B1D # 鬝
\u9B1E # 鬞
\u9B1F # 鬟
\u9B20 # 鬠
\u9B21 # 鬡
\u9B22 # 鬢
\u9B23 # 鬣
\u9B24 # 鬤
\u9B25 # 鬥
\u9B26 # 鬦
\u9B27 # 鬧
\u9B28 # 鬨
\u9B29 # 鬩
\u9B2A # 鬪
\u9B2B # 鬫
\u9B2C # 鬬
\u9B2D # 鬭
\u9B2E # 鬮
\u9B2F # 鬯
\u9B30 # 鬰
\u9B31 # 鬱
\u9B32 # 鬲
\u9B33 # 鬳
\u9B34 # 鬴
\u9B35 # 鬵
\u9B36 # 鬶
\u9B37 # 鬷
\u9B38 # 鬸
\u9B39 # 鬹
\u9B3A # 鬺
\u9B3B # 鬻
\u9B3C # 鬼
\u9B3D # 鬽
\u9B3E # 鬾
\u9B3F # 鬿
\u9B40 # 魀
\u9B41 # 魁
\u9B42 # 魂
\u9B43 # 魃
\u9B44 # 魄
\u9B45 # 魅
\u9B46 # 魆
\u9B47 # 魇
\u9B48 # 魈
\u9B49 # 魉
\u9B4A # 魊
\u9B4B # 魋
\u9B4C # 魌
\u9B4D # 魍
\u9B4E # 魎
\u9B4F # 魏
\u9B50 # 魐
\u9B51 # 魑
\u9B52 # 魒
\u9B53 # 魓
\u9B54 # 魔
\u9B55 # 魕
\u9B56 # 魖
\u9B57 # 魗
\u9B58 # 魘
\u9B59 # 魙
\u9B5A # 魚
\u9B5B # 魛
\u9B5C # 魜
\u9B5D # 魝
\u9B5E # 魞
\u9B5F # 魟
\u9B60 # 魠
\u9B61 # 魡
\u9B62 # 魢
\u9B63 # 魣
\u9B64 # 魤
\u9B65 # 魥
\u9B66 # 魦
\u9B67 # 魧
\u9B68 # 魨
\u9B69 # 魩
\u9B6A # 魪
\u9B6B # 魫
\u9B6C # 魬
\u9B6D # 魭
\u9B6E # 魮
\u9B6F # 魯
\u9B70 # 魰
\u9B71 # 魱
\u9B72 # 魲
\u9B73 # 魳
\u9B74 # 魴
\u9B75 # 魵
\u9B76 # 魶
\u9B77 # 魷
\u9B78 # 魸
\u9B79 # 魹
\u9B7A # 魺
\u9B7B # 魻
\u9B7C # 魼
\u9B7D # 魽
\u9B7E # 魾
\u9B7F # 魿
\u9B80 # 鮀
\u9B81 # 鮁
\u9B82 # 鮂
